date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:03:59	158344/158344	---M--	200	added ('OK')	image/jpeg	etag:%226242eb8f-26a88%22	https://blog.minhazav.dev/assets/research/exposure_fusion/d1/1.jpg	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/exposure_fusion/d1/1.jpg	(from https://blog.minhazav.dev/research/exposure-fusion)
00:03:59	85133/85133	---M--	200	added ('OK')	image/jpeg	etag:%226242eb8f-14c8d%22	https://blog.minhazav.dev/assets/research/exposure_fusion/d1/2.jpg	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/exposure_fusion/d1/2.jpg	(from https://blog.minhazav.dev/research/exposure-fusion)
00:04:00	222114/222114	---M--	200	added ('OK')	image/jpeg	etag:%226242eb8f-363a2%22	https://blog.minhazav.dev/assets/research/exposure_fusion/d1/3.jpg	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/exposure_fusion/d1/3.jpg	(from https://blog.minhazav.dev/research/exposure-fusion)
00:04:00	7366/7366	---M--	200	added ('OK')	image/png	etag:%226242eb8f-1cc6%22	https://blog.minhazav.dev/assets/research/exposure_fusion/exposure_map.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/exposure_fusion/exposure_map.png	(from https://blog.minhazav.dev/research/exposure-fusion)
00:04:00	12585/12585	---M--	200	added ('OK')	image/png	etag:%226242eb8f-3129%22	https://blog.minhazav.dev/assets/research/exposure_fusion/merge.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/exposure_fusion/merge.png	(from https://blog.minhazav.dev/research/exposure-fusion)
00:04:00	11026/11026	---M--	200	added ('OK')	image/png	etag:%226242eb8f-2b12%22	https://blog.minhazav.dev/assets/research/exposure_fusion/normalized.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/exposure_fusion/normalized.png	(from https://blog.minhazav.dev/research/exposure-fusion)
00:04:02	18893/18893	---M-Z	200	added ('OK')	application/javascript	etag:W/%226242eb8f-49cd%22	https://blog.minhazav.dev/assets/research/exposure_fusion/ef.js	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/exposure_fusion/ef.js	(from https://blog.minhazav.dev/research/exposure-fusion)
00:04:03	418472/418472	---MCZ	200	added ('OK')	text/html	etag:W/%22c6bccd053b385196727c9305aca85ada%22	https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js	C:/Users/DELL/Desktop/scaner/github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.html	(from https://blog.minhazav.dev/research/exposure-fusion)
00:04:03	6584/6584	---M-Z	200	added ('OK')	application/javascript	etag:W/%226242eb8f-19b8%22	https://blog.minhazav.dev/assets/research/webgl/app.js	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/webgl/app.js	(from https://blog.minhazav.dev/research/webgl)
00:04:03	4691/4691	---M-Z	200	added ('OK')	text/css	etag:W/%226242eb8f-1253%22	https://blog.minhazav.dev/assets/research/rockpaperscissor/main.css	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/rockpaperscissor/main.css	(from https://blog.minhazav.dev/research/rock-paper-scissor)
00:04:04	72202/72202	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fd5-11a0a%22	https://cdnjs.cloudflare.com/ajax/libs/socket.io/1.7.3/socket.io.min.js	C:/Users/DELL/Desktop/scaner/cdnjs.cloudflare.com/ajax/libs/socket.io/1.7.3/socket.io.min.js	(from https://blog.minhazav.dev/research/rock-paper-scissor)
00:04:04	16229/16229	---M-Z	200	added ('OK')	application/javascript	etag:W/%226242eb8f-3f65%22	https://blog.minhazav.dev/assets/research/rockpaperscissor/rps.js	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/rockpaperscissor/rps.js	(from https://blog.minhazav.dev/research/rock-paper-scissor)
00:04:04	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2260773a06-247b%22	https://blog.minhazav.dev/research/%22	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/research/_	(from https://blog.minhazav.dev/research/rock-paper-scissor)
00:04:04	22709/22709	---M--	200	added ('OK')	image/png	etag:%226242eb8f-58b5%22	https://blog.minhazav.dev/assets/research/rockpaperscissor/rock.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/rockpaperscissor/rock.png	(from https://blog.minhazav.dev/research/rock-paper-scissor)
00:04:04	18472/18472	---M--	200	added ('OK')	image/png	etag:%226242eb8f-4828%22	https://blog.minhazav.dev/assets/research/rockpaperscissor/paper.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/rockpaperscissor/paper.png	(from https://blog.minhazav.dev/research/rock-paper-scissor)
00:04:04	29038/29038	---M--	200	added ('OK')	image/png	etag:%226242eb8f-716e%22	https://blog.minhazav.dev/assets/research/rockpaperscissor/scissors.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/rockpaperscissor/scissors.png	(from https://blog.minhazav.dev/research/rock-paper-scissor)
00:04:05	511/511	---M--	200	added ('OK')	image/png	etag:%226242eb8f-1ff%22	https://blog.minhazav.dev/assets/research/rockpaperscissor/user_arrow.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/rockpaperscissor/user_arrow.png	(from https://blog.minhazav.dev/research/rock-paper-scissor)
00:04:05	518/518	---M--	200	added ('OK')	image/png	etag:%226242eb8f-206%22	https://blog.minhazav.dev/assets/research/rockpaperscissor/agent_arrow.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/rockpaperscissor/agent_arrow.png	(from https://blog.minhazav.dev/research/rock-paper-scissor)
00:04:06	19520/19520	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262433bec-4c40%22	https://buttons.github.io/buttons.js	C:/Users/DELL/Desktop/scaner/buttons.github.io/buttons.js	(from https://blog.minhazav.dev/research/jquery-digital-write)
00:04:06	10485/10485	---M-Z	200	added ('OK')	application/javascript	etag:W/%226242eb8f-28f5%22	https://blog.minhazav.dev/assets/research/jquery-digital-write/jquery.digitalwrite.min.js	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/jquery-digital-write/jquery.digitalwrite.min.js	(from https://blog.minhazav.dev/research/jquery-digital-write)
00:04:06	308/308	---M--	200	added ('OK')	image/png	etag:%226242eb8f-134%22	https://blog.minhazav.dev/assets/research/jquerystickyelements/icons/external-link.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/jquerystickyelements/icons/external-link.png	(from https://blog.minhazav.dev/research/jquery-sticky-elements)
00:04:06	11450132/11450132	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a3e346f-aeb714%22	https://docs.opencv.org/3.4.0/opencv.js	C:/Users/DELL/Desktop/scaner/docs.opencv.org/3.4.0/opencv.js	(from https://blog.minhazav.dev/research/exposure-fusion)
00:04:06	354/354	---M--	200	added ('OK')	image/png	etag:%226242eb8f-162%22	https://blog.minhazav.dev/assets/research/jquerystickyelements/icons/share-alt-square.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/jquerystickyelements/icons/share-alt-square.png	(from https://blog.minhazav.dev/research/jquery-sticky-elements)
00:04:07	474/474	---M--	200	added ('OK')	image/png	etag:%226242eb8f-1da%22	https://blog.minhazav.dev/assets/research/jquerystickyelements/icons/cool.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/jquerystickyelements/icons/cool.png	(from https://blog.minhazav.dev/research/jquery-sticky-elements)
00:04:07	475/475	---M--	200	added ('OK')	image/png	etag:%226242eb8f-1db%22	https://blog.minhazav.dev/assets/research/jquerystickyelements/icons/github.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/jquerystickyelements/icons/github.png	(from https://blog.minhazav.dev/research/jquery-sticky-elements)
00:04:07	360/360	---M--	200	added ('OK')	image/png	etag:%226242eb8f-168%22	https://blog.minhazav.dev/assets/research/jquerystickyelements/icons/html5.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/jquerystickyelements/icons/html5.png	(from https://blog.minhazav.dev/research/jquery-sticky-elements)
00:04:07	254/254	---M--	200	added ('OK')	image/png	etag:%226242eb8f-fe%22	https://blog.minhazav.dev/assets/research/jquerystickyelements/icons/console.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/jquerystickyelements/icons/console.png	(from https://blog.minhazav.dev/research/jquery-sticky-elements)
00:04:07	334/334	---M--	200	added ('OK')	image/png	etag:%226242eb8f-14e%22	https://blog.minhazav.dev/assets/research/jquerystickyelements/icons/code.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/jquerystickyelements/icons/code.png	(from https://blog.minhazav.dev/research/jquery-sticky-elements)
00:04:07	444/444	---M--	200	added ('OK')	image/png	etag:%226242eb8f-1bc%22	https://blog.minhazav.dev/assets/research/jquerystickyelements/icons/chrome.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/jquerystickyelements/icons/chrome.png	(from https://blog.minhazav.dev/research/jquery-sticky-elements)
00:04:08	433/433	---M--	200	added ('OK')	image/png	etag:%226242eb8f-1b1%22	https://blog.minhazav.dev/assets/research/jquerystickyelements/icons/firefox.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/jquerystickyelements/icons/firefox.png	(from https://blog.minhazav.dev/research/jquery-sticky-elements)
00:04:08	409/409	---M--	200	added ('OK')	image/png	etag:%226242eb8f-199%22	https://blog.minhazav.dev/assets/research/jquerystickyelements/icons/opera.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/jquerystickyelements/icons/opera.png	(from https://blog.minhazav.dev/research/jquery-sticky-elements)
00:04:08	423/423	---M--	200	added ('OK')	image/png	etag:%226242eb8f-1a7%22	https://blog.minhazav.dev/assets/research/jquerystickyelements/icons/IE.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/jquerystickyelements/icons/IE.png	(from https://blog.minhazav.dev/research/jquery-sticky-elements)
00:04:08	521/521	---M--	200	added ('OK')	image/png	etag:%226242eb8f-209%22	https://blog.minhazav.dev/assets/research/jquerystickyelements/icons/safari.png	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/jquerystickyelements/icons/safari.png	(from https://blog.minhazav.dev/research/jquery-sticky-elements)
00:04:09	1592/1592	---M-Z	200	added ('OK')	application/javascript	etag:W/%226242eb8f-638%22	https://blog.minhazav.dev/assets/research/jquerystickyelements/jquery.sticky.elements.js	C:/Users/DELL/Desktop/scaner/blog.minhazav.dev/assets/research/jquerystickyelements/jquery.sticky.elements.js	(from https://blog.minhazav.dev/research/jquery-sticky-elements)
00:04:09	53641/53641	---M-Z	200	added ('OK')	text/css	etag:%225a728fe1b8fac5c30683bfbb3be0ff56%22	https://github.githubassets.com/assets/light-b03f3373f0e7.css	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/light-b03f3373f0e7.css	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:09	53289/53289	---M-Z	200	added ('OK')	text/css	etag:%22c82fc1e0d773fe87d6c91a7ada626de1%22	https://github.githubassets.com/assets/dark-574f3bda934d.css	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/dark-574f3bda934d.css	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:10	53351/53351	---M-Z	200	added ('OK')	text/css	etag:%226d61994dc2da337fbc518acae32d1c3f%22	https://github.githubassets.com/assets/dark_dimmed-3f3b94598493.css	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/dark_dimmed-3f3b94598493.css	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:10	52303/52303	---M-Z	200	added ('OK')	text/css	etag:%22cd2aed344a9a1e8d8381a3aa28edfb17%22	https://github.githubassets.com/assets/dark_high_contrast-3c382e4ea57f.css	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/dark_high_contrast-3c382e4ea57f.css	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:10	53401/53401	---M-Z	200	added ('OK')	text/css	etag:%2216d08bd23a8e746761fabe6c3cb2790b%22	https://github.githubassets.com/assets/dark_colorblind-3d9d29921e03.css	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/dark_colorblind-3d9d29921e03.css	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:10	53769/53769	---M-Z	200	added ('OK')	text/css	etag:%223a0ba76ccb1697223bb6fb816ba49e1e%22	https://github.githubassets.com/assets/light_colorblind-3fe543a19155.css	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/light_colorblind-3fe543a19155.css	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:10	52059/52059	---M-Z	200	added ('OK')	text/css	etag:%22bf165e929585c39f88daf2ca6aad8bc4%22	https://github.githubassets.com/assets/light_high_contrast-df7ba5cd4800.css	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/light_high_contrast-df7ba5cd4800.css	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:11	219247/219247	---M-Z	200	added ('OK')	text/css	etag:%2282a1d207a49059c503bec9f26e3e9826%22	https://github.githubassets.com/assets/frameworks-e596e281223b.css	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/frameworks-e596e281223b.css	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:11	227709/227709	---M-Z	200	added ('OK')	text/css	etag:%22384b5ccfd8e122e04bcc44a4c35d6d68%22	https://github.githubassets.com/assets/behaviors-ec3a7f667f73.css	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/behaviors-ec3a7f667f73.css	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:11	245238/245238	---M-Z	200	added ('OK')	text/css	etag:%229bfd2a01a761becd6b62740a1dba294b%22	https://github.githubassets.com/assets/github-360486531401.css	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/github-360486531401.css	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:11	14722/14722	---M-Z	200	added ('OK')	application/javascript	etag:%22c56eb3bdb9b62367c722521400bc0d16%22	https://github.githubassets.com/assets/runtime-0577c071a6f1.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/runtime-0577c071a6f1.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:12	19609/19609	---M-Z	200	added ('OK')	application/javascript	etag:%226e391dd861f7e1a84a41198b7e0121ea%22	https://github.githubassets.com/assets/environment-ffad00dbfe9d.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/environment-ffad00dbfe9d.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:12	9350/9350	---M-Z	200	added ('OK')	application/javascript	etag:%228b88b5257a5bfc7ca1cceae18773e933%22	https://github.githubassets.com/assets/5329-98db7da29ab9.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/5329-98db7da29ab9.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:12	21763/21763	---M-Z	200	added ('OK')	application/javascript	etag:%22c0145e94a11657cfe2bc5b0f47a9faba%22	https://github.githubassets.com/assets/2486-f67fca0c597b.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/2486-f67fca0c597b.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:12	72283/72283	---M-Z	200	added ('OK')	application/javascript	etag:%228bdd97a2a72a95a311e2316d721bb1f3%22	https://github.githubassets.com/assets/8475-a8d2fbd0d71b.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/8475-a8d2fbd0d71b.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:12	642/642	---M-Z	200	added ('OK')	application/javascript	etag:%226c7df8904820f9cdc3b1b7b87e070391%22	https://github.githubassets.com/assets/github-elements-1ff179d0df8c.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/github-elements-1ff179d0df8c.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:13	5123/5123	---M-Z	200	added ('OK')	application/javascript	etag:%229dbdf8fc2281f96f8dbc53a0abb0d541%22	https://github.githubassets.com/assets/element-registry-80cb80af387f.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/element-registry-80cb80af387f.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:13	10679/10679	---M-Z	200	added ('OK')	application/javascript	etag:%220e88155efbf951721b1771629eec97f8%22	https://github.githubassets.com/assets/5724-640299416084.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/5724-640299416084.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:13	16942/16942	---M-Z	200	added ('OK')	application/javascript	etag:%2269191d8774558b45c71af6f6289edcdc%22	https://github.githubassets.com/assets/5388-1dbf1debd575.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/5388-1dbf1debd575.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:13	10245/10245	---M-Z	200	added ('OK')	application/javascript	etag:%22daba6d5bb4b511c35cd751a7d3201149%22	https://github.githubassets.com/assets/93-8fdb428884fb.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/93-8fdb428884fb.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:14	9538/9538	---M-Z	200	added ('OK')	application/javascript	etag:%22e26b15a1f05a730bc17bda0ef99bfe51%22	https://github.githubassets.com/assets/8932-24f1e0ea55c2.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/8932-24f1e0ea55c2.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:14	11805/11805	---M-Z	200	added ('OK')	application/javascript	etag:%22c10a633e653979219f85054f44c1266f%22	https://github.githubassets.com/assets/1717-85e1b724ca10.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/1717-85e1b724ca10.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:14	75976/75976	---M-Z	200	added ('OK')	application/javascript	etag:%22f80e922603230d273be124eccb103e82%22	https://github.githubassets.com/assets/901-9f6a0af8bf5a.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/901-9f6a0af8bf5a.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:14	12238/12238	---M-Z	200	added ('OK')	application/javascript	etag:%225cd43550bc46c3cd067c802b98d2cbc8%22	https://github.githubassets.com/assets/3682-fd5ef6e35238.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/3682-fd5ef6e35238.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:14	18763/18763	---M-Z	200	added ('OK')	application/javascript	etag:%22ae961b7ad3e07e3304177c27f4695b08%22	https://github.githubassets.com/assets/3932-1c09319f0f53.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/3932-1c09319f0f53.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:15	27181/27181	---M-Z	200	added ('OK')	application/javascript	etag:%2208ae66e5ba031633758825834e562fb1%22	https://github.githubassets.com/assets/3826-e99d38da90c8.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/3826-e99d38da90c8.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:15	12661/12661	---M-Z	200	added ('OK')	application/javascript	etag:%2206b7fd80dd128e72a742f7c9865b1327%22	https://github.githubassets.com/assets/5222-cafcc8852ca7.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/5222-cafcc8852ca7.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:15	249465/249465	---M-Z	200	added ('OK')	application/javascript	etag:%22e49e82ea61b0856302f4a0d2c6f36843%22	https://github.githubassets.com/assets/behaviors-d0a3ebd5f1cd.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/behaviors-d0a3ebd5f1cd.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:15	13169/13169	---M-Z	200	added ('OK')	application/javascript	etag:%2287138bbee3b1309a31ba43a3ffbdb366%22	https://github.githubassets.com/assets/7749-832f2a20ce72.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/7749-832f2a20ce72.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:16	31708/31708	---M-Z	200	added ('OK')	application/javascript	etag:%22a78562e17e58747c0e5965a08b48bcd0%22	https://github.githubassets.com/assets/notifications-global-5d60a9c84432.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/notifications-global-5d60a9c84432.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:16	120181/120181	---M-Z	200	added ('OK')	application/javascript	etag:%22358b41efa5714f3efb8cd59dea38f6a2%22	https://github.githubassets.com/assets/4978-0971b4248c4c.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/4978-0971b4248c4c.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:16	10885/10885	---M-Z	200	added ('OK')	application/javascript	etag:%22928d66c9da624998808052c787bfa642%22	https://github.githubassets.com/assets/optimizely-6aaf1a95a394.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/optimizely-6aaf1a95a394.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:16	18133/18133	---M-Z	200	added ('OK')	application/javascript	etag:%225e8d980eb988d3d5062616c2b6460827%22	https://github.githubassets.com/assets/90-c721876308de.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/90-c721876308de.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:16	8209/8209	---M-Z	200	added ('OK')	application/javascript	etag:%22d605a2bc25268c606ed5db9beb922960%22	https://github.githubassets.com/assets/6813-018aadde1dde.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/6813-018aadde1dde.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:17	24130/24130	---M-Z	200	added ('OK')	application/javascript	etag:%22ee34629bb3e9bd28d7376c81eb9a3750%22	https://github.githubassets.com/assets/6637-7d558462bc0d.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/6637-7d558462bc0d.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:17	17718/17718	---M-Z	200	added ('OK')	application/javascript	etag:%22d005e0e9f12331eb8046ae5f54105502%22	https://github.githubassets.com/assets/6791-fd095480ee5c.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/6791-fd095480ee5c.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:17	43011/43011	---M-Z	200	added ('OK')	application/javascript	etag:%223cc415e64f074bb69432d9f18fcfde39%22	https://github.githubassets.com/assets/repositories-208c4af0585c.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/repositories-208c4af0585c.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:17	99926/99926	---M-Z	200	added ('OK')	application/javascript	etag:%22280e8870475681e26c012f0017b3a9fa%22	https://github.githubassets.com/assets/diffs-4d6dfbc79b2d.js	C:/Users/DELL/Desktop/scaner/github.githubassets.com/assets/diffs-4d6dfbc79b2d.js	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:18	33270/33270	---M--	200	added ('OK')	image/png	etag:%226247ab2f-81f6%22	https://github.com/fluidicon.png	C:/Users/DELL/Desktop/scaner/github.com/fluidicon.png	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:18	958/958	---M--	200	added ('OK')	image/png	etag:%22346e09471362f2907510a31812129cd2%22	https://github.githubassets.com/favicons/favicon.png	C:/Users/DELL/Desktop/scaner/github.githubassets.com/favicons/favicon.png	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:19	29570/29570	---MCZ	200	added ('OK')	text/html	etag:W/%22c7de29b08a8bb35d8667f07e34457e0b%22	https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fmebjas%2Fmebjas.github.io%2Fblob%2Fmaster%2Fassets%2Fresearch%2Fexposure_fusion%2Fef.js	C:/Users/DELL/Desktop/scaner/github.com/login69f7.html	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:20	422503/422503	---MCZ	200	added ('OK')	text/html	etag:W/%220adf3d7f93a4191efdda4f16380fa5c3%22	https://github.com/mebjas/mebjas.github.io/blob/37b6ef86ed96cb42f3f4a2350abcdd8f658a79f2/assets/research/exposure_fusion/ef.js	C:/Users/DELL/Desktop/scaner/github.com/mebjas/mebjas.github.io/blob/37b6ef86ed96cb42f3f4a2350abcdd8f658a79f2/assets/research/exposure_fusion/ef.html	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:20	193952/193952	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2002%20Apr%202022%2005:04:21%20GMT	https://github.com/mebjas/mebjas.github.io/blob/{{%20urlEncodedRefName%20}}/assets/research/exposure_fusion/ef.js	C:/Users/DELL/Desktop/scaner/github.com/mebjas/mebjas.github.io/blob/{{%20urlEncodedRefName%20}}/assets/research/exposure_fusion/ef.9c.delayed	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:21	5231/5231	---M-Z	200	added ('OK')	text/html	etag:W/%226625222e3c675d7d2e297bcc2168a25a%22	https://github.com/mebjas/mebjas.github.io/contributors/master/assets/research/exposure_fusion/ef.js	C:/Users/DELL/Desktop/scaner/github.com/mebjas/mebjas.github.io/contributors/master/assets/research/exposure_fusion/ef.html	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
00:04:21	168/168	---M--	302	error ('Found')	text/html	date:Sat,%2002%20Apr%202022%2005:04:22%20GMT	https://github.com/mebjas/mebjas.github.io/raw/master/assets/research/exposure_fusion/ef.js	C:/Users/DELL/Desktop/scaner/github.com/mebjas/mebjas.github.io/raw/master/assets/research/exposure_fusion/ef.9e.delayed	(from https://github.com/mebjas/mebjas.github.io/blob/master/assets/research/exposure_fusion/ef.js)
